jaw_length,eyebrow_asymmetry,mouth_width,mouth_height,mouth_aspect_ratio,left_eye_ratio,right_eye_ratio,symmetry_error,label
241.52853608744593,7.0,73.55270219373317,28.861739379323623,2.548449997368346,0.26225846965942945,0.34517869766797105,176.6,angry
219.40390307520138,1.3333333333333333,68.00735254367721,30.066592756745816,2.2618908245440643,0.2812885986017595,0.3004039358057396,20.2,angry
200.36229585638955,1.6666666666666667,73.33484846919642,29.154759474226502,2.5153644645452036,0.26860878541771566,0.22168760440885021,36.6,angry
206.05179605817256,3.6666666666666665,68.26419266350405,29.274562336608895,2.331860321145669,0.27089467170743936,0.17149455970591998,48.0,angry
235.82913931443002,1.0,68.06614430096654,33.06055050963308,2.058832693130774,0.3313029017034402,0.4211762801417337,83.6,angry
237.9173791697055,2.0,68.0294054067798,32.14031735997639,2.1166375716892487,0.340772296459185,0.41979980725544713,98.6,angry
233.6601924847496,2.0,54.230987451824994,27.294688127912362,1.9868695773628273,0.3175278823061027,0.45490249688256795,140.0,angry
224.59219522845694,8.333333333333334,74.54528824815154,31.25699921617557,2.384914986485945,0.26812113377260144,0.23992996947763937,78.6,angry
177.58281535293287,1.0,66.37017402418047,30.01666203960727,2.2111110064634567,0.35280231897719483,0.30279104621279557,89.6,angry
165.31384249272557,11.666666666666666,57.271284253105414,16.492422502470642,3.472581470183924,0.24253562117437913,0.27224309556809595,49.8,angry
203.4880015640439,3.6666666666666665,75.02666192761077,29.068883707497267,2.580995544980794,0.23419930490889512,0.1458041358318667,48.0,angry
225.0217365281078,6.0,65.12296062065974,23.021728866442675,2.8287605231431967,0.2824677833324049,0.35938898152191695,59.0,angry
215.65511668646695,1.0,78.23042886243178,38.05259518088089,2.0558499738248557,0.2759782127423136,0.3060150214647482,20.2,angry
226.40246219410034,5.666666666666667,67.06713054842886,25.019992006393608,2.680541538572394,0.2774279912167397,0.33999168271263186,58.4,angry
212.67507805591316,2.3333333333333335,69.02897942168927,28.0178514522438,2.4637498373349134,0.32056468716088304,0.3232516541110731,24.2,angry
215.11503746897043,1.6666666666666667,72.11102550927978,29.017236257093817,2.485109966547586,0.2938509511792925,0.26792195959303783,18.8,angry
211.16809750487502,2.0,71.34423592694787,28.071337695236398,2.5415330811798698,0.27677018461410746,0.3004735372255834,19.6,angry
209.72618283098558,2.0,67.47592163134935,27.073972741361768,2.4922799392489714,0.27677018461410746,0.30507521140977695,22.0,angry
166.31751237655098,11.333333333333334,58.05170109479997,15.524174696260024,3.7394385525271643,0.2504050731136464,0.2625056549756723,50.4,angry
166.15469879162583,11.333333333333334,57.0701322935211,15.297058540778355,3.730791015187303,0.23719077399945743,0.25325700076899976,49.8,angry
166.8685580873972,11.333333333333334,58.05170109479997,15.524174696260024,3.7394385525271643,0.23513985496097,0.25325700076899976,50.0,angry
169.01533908878704,11.666666666666666,59.22837157984339,16.492422502470642,3.591247312499021,0.24253562117437913,0.2614881759107412,48.8,angry
167.1384001082369,11.666666666666666,59.033888572581766,16.492422502470642,3.579455048782746,0.24253562117437913,0.2288021539218985,48.6,angry
216.3516899022658,3.0,74.24284477308234,35.014282800023196,2.1203587997716853,0.3083375796175142,0.3080202171572016,22.8,angry
166.41114646679446,11.0,58.249463516842795,16.492422502470642,3.531892296369709,0.2563622802815814,0.28702460087153303,48.4,angry
166.14069894354404,11.333333333333334,59.033888572581766,16.492422502470642,3.579455048782746,0.27209650640606137,0.25969098504951516,47.2,angry
162.14416241842054,10.666666666666666,62.51399843235114,15.297058540778355,4.086667654375245,0.34966857923287004,0.2952164402164322,19.4,angry
150.90944711243225,4.0,61.1310068623117,21.02379604162864,2.90770533701728,0.21730739034328853,0.2516634563639609,46.0,angry
168.5020674971229,1.3333333333333333,58.034472514187634,18.027756377319946,3.2191731505771566,0.294205805913222,0.31268749938642554,41.6,angry
162.99568973894992,5.666666666666667,52.15361924162119,17.029386365926403,3.06256579411505,0.30311499046258505,0.2871352503800056,78.4,angry
165.26390396034347,5.666666666666667,53.150729063673246,18.027756377319946,2.948271820572658,0.37737466504802214,0.35973242528203264,60.4,angry
151.668905124918,7.666666666666667,53.08483775994799,18.027756377319946,2.944616828864807,0.3281130201867194,0.32207830856127034,23.6,angry
212.4235429849038,5.0,69.1158447825099,27.16615541441225,2.5441893114420266,0.15796637458745175,0.26210845829036233,35.0,angry
171.20591333273646,5.666666666666667,54.230987451824994,22.02271554554524,2.4625021776795673,0.3387981732757534,0.37690793976915377,86.0,angry
189.0100610242007,3.3333333333333335,69.35416353759881,24.331050121192877,2.8504384455955467,0.24501088822549538,0.24539696682819193,18.6,angry
170.2451287413927,1.6666666666666667,58.137767414994535,30.01666203960727,1.9368497870093422,0.29103897554843977,0.29707699018941586,104.6,angry
180.9566365519696,2.0,67.06713054842886,32.0,2.0958477641431594,0.2631174021433269,0.2755440345939057,69.2,angry
227.53357098867144,3.0,54.037024344425184,25.495097567963924,2.1195063906254457,0.2751607745866103,0.5188384841249916,183.4,angry
194.61795202285444,1.3333333333333333,73.24616030891995,32.01562118716424,2.2878256084083204,0.26508539839772693,0.23529550246318787,26.8,angry
211.66182930816427,8.0,108.18964830333815,36.124783736376884,2.9948870032820847,0.284532155265399,0.22971204262141845,28.6,happy
190.85444934852254,1.0,101.71037311896953,39.01281840626232,2.607101323793149,0.32839036840801816,0.23552031186273273,35.8,happy
215.04788290526656,5.666666666666667,110.01818031580054,30.14962686336267,3.6490725794162393,0.2840909058626033,0.2508004851052786,150.8,happy
219.86974031208436,7.333333333333333,111.11255554616679,31.144823004794873,3.5676090360652077,0.2504507890703135,0.2332091739427808,189.2,happy
265.45399113271134,1.3333333333333333,105.11898020814318,21.095023109728988,4.983117329534717,0.08767208751947501,0.2510626137250402,277.4,happy
238.73668122245132,2.0,105.07616285342742,31.016124838541646,3.387791350873885,0.2658474590131251,0.2591426794239522,203.8,happy
238.9923494981165,2.6666666666666665,102.07840124139877,30.066592756745816,3.395077010294729,0.22789394142952107,0.2735374987082934,207.0,happy
121.73952458287458,3.3333333333333335,47.095647357266465,26.019223662515376,1.8100326957518784,0.19318836180547422,0.2679985086617943,227.6,happy
123.74355756821545,3.0,44.10215414239989,25.019992006393608,1.7626765175805614,0.19972728639401693,0.29425741446404186,280.8,happy
120.9245860687004,1.3333333333333333,35.0,30.01666203960727,1.166019019296621,0.2292864216363453,0.27954454410866153,199.4,happy
165.1540597361226,6.666666666666667,76.6550715869472,24.186773244895647,3.1692970220336187,0.23708812516703362,0.2169304540983296,156.4,happy
107.01378206493933,4.0,60.00833275470999,24.08318915758459,2.4917102909562576,0.2522504377577806,0.2688072813856642,93.8,happy
259.6896812850515,4.0,113.0,33.015148038438355,3.4226712067371907,0.1883006377420948,0.25686885787797287,154.4,happy
130.87543357397405,5.0,67.26812023536856,23.345235059857504,2.8814495626813184,0.11233882962740288,0.18706343456583388,217.8,happy
96.06917728375818,5.666666666666667,52.009614495783374,26.1725046566048,1.987185146816786,0.369967304787516,0.22414308675579417,141.6,happy
155.96562302910104,4.0,59.30430001273095,26.1725046566048,2.2659007429716658,0.2246719562020321,0.2614348745497349,180.6,happy
168.33895404313967,6.666666666666667,63.50590523722971,23.08679276123039,2.7507459846535753,0.2595343877559315,0.3022901032956725,130.0,happy
184.47614407351745,5.666666666666667,68.00735254367721,16.1245154965971,4.217636699868143,0.2680391684095897,0.3088896909039303,24.4,happy
182.12698839028303,6.0,68.0,16.0312195418814,4.241723193960852,0.2763806280268235,0.29366696699671796,24.6,happy
182.31728527516114,5.666666666666667,67.0,16.0312195418814,4.179344911696722,0.2903080533402746,0.2727692730628843,24.4,happy
183.7199223325858,5.333333333333333,67.0,17.0,3.9411762387543385,0.2655056701100911,0.3130240040065471,23.8,happy
181.92394628706015,5.666666666666667,67.00746227100382,16.0312195418814,4.17981039534373,0.27172880329873583,0.3173328678684059,24.4,happy
181.97267514326623,5.666666666666667,67.0,16.0312195418814,4.179344911696722,0.2756000477435012,0.3185332187778251,24.0,happy
270.3158058023206,13.0,89.35882720806042,35.510561809129406,2.516401322287327,0.2305605068914655,0.3461179862460346,257.6,happy
183.16441157980952,5.0,68.0,16.1245154965971,4.217180714494642,0.2763806280268235,0.26451123926026643,24.4,happy
184.31611005613578,5.666666666666667,68.00735254367721,16.0312195418814,4.242181833005709,0.24999999654901486,0.2881107597886721,23.4,happy
181.3841482968704,5.333333333333333,67.00746227100382,16.1245154965971,4.155626141419186,0.2552138276305331,0.3032517012197109,23.4,happy
181.69083510554265,5.0,68.0,16.0312195418814,4.241723193960852,0.26245320271337236,0.3185926630462808,23.0,happy
183.7466963541674,5.0,67.00746227100382,16.1245154965971,4.155626141419186,0.2617119575805443,0.2919573299146074,23.0,happy
183.04479916916046,5.666666666666667,67.00746227100382,16.0312195418814,4.17981039534373,0.28154624929928873,0.28797018366159677,23.2,happy
183.17659723529505,5.666666666666667,66.007575322837,17.11724276862369,3.8562034995277936,0.2617119575805443,0.3130240040065471,23.0,happy
183.76446597467356,5.666666666666667,67.00746227100382,16.1245154965971,4.155626141419186,0.2732700813893999,0.3185332187778251,23.4,happy
185.16408783409668,5.333333333333333,67.0,16.0312195418814,4.179344911696722,0.26087970388646325,0.3130240040065471,23.8,happy
184.25871523340035,6.333333333333333,67.00746227100382,16.1245154965971,4.155626141419186,0.2545320875198907,0.32123837635924135,24.2,happy
227.73371236656618,11.0,111.46299834474219,38.3275357934736,2.9081701478849555,0.2514983818765493,0.2531914912917009,93.6,happy
185.20758615377216,6.0,67.0,16.0312195418814,4.179344911696722,0.28738520672462975,0.3032517012197109,25.0,happy
185.20758615377216,6.0,66.0,16.0312195418814,4.116966629432592,0.28154624929928873,0.2963188743671536,25.6,happy
184.5566346776453,5.666666666666667,67.0,15.033296378372908,4.456773408632697,0.25822172240903685,0.28797018366159677,26.8,happy
186.22293844248625,6.0,66.0,16.0312195418814,4.116966629432592,0.28154624929928873,0.3185332187778251,27.2,happy
182.82540271886052,6.0,66.0,16.0312195418814,4.116966629432592,0.2680391684095897,0.332703477801114,27.2,happy
186.15091211882077,6.666666666666667,67.00746227100382,17.029386365926403,3.9348134393300054,0.28154624929928873,0.3173328678684059,28.0,happy
185.4560362861193,5.333333333333333,66.007575322837,16.0312195418814,4.1174391650587605,0.2894881379064581,0.2881107597886721,28.2,happy
185.0355964786627,5.666666666666667,66.007575322837,16.1245154965971,4.093615789147362,0.28154624929928873,0.3185332187778251,28.6,happy
185.0043769367813,6.0,65.03076195155643,16.0312195418814,4.056507224865644,0.2894881379064581,0.3032517012197109,28.4,happy
155.4043178831293,0.6666666666666666,56.142675390472796,17.029386365926403,3.2968112230981963,0.2996342300825138,0.2909037853259746,131.6,happy
218.12344470819255,12.0,110.64357188738983,41.30375285612676,2.678777630546469,0.2743647424863128,0.2496644493865344,90.8,happy
153.08458692002313,2.3333333333333335,55.226805085936306,18.110770276274835,3.0493900145646244,0.3162277605935766,0.3009548403029515,132.2,happy
156.15529007813086,3.6666666666666665,69.1158447825099,28.071337695236398,2.4621499363775836,0.30719884574872514,0.27655113968080436,137.0,happy
151.57163243394902,5.666666666666667,73.17103251970687,35.0,2.090600869403029,0.241557909174171,0.2506305134796403,47.6,happy
219.27200089339064,2.6666666666666665,103.1746092796091,42.04759208325728,2.4537577947759317,0.23802777663002841,0.20615050825213868,79.4,happy
171.94158490395407,1.0,81.05553651663777,30.066592756745816,2.6958669536169837,0.14603909687879302,0.19176597670116244,107.2,happy
174.40981979576839,4.333333333333333,83.38465086573187,29.154759474226502,2.8600698311154322,0.14199817707525278,0.1757238139619284,107.2,happy
225.27471328589735,13.333333333333334,90.2551937563706,25.317977802344327,3.5648656814584814,0.24963592796906903,0.24613189884498127,46.4,happy
185.8948270366529,3.0,67.1863081289633,30.01666203960727,2.238300374705554,0.29961389627614493,0.23716063536310278,119.4,neutral
174.01174683542533,7.333333333333333,61.814237842102365,29.154759474226502,2.1202107935939867,0.4181169404185584,0.3697823104277547,98.4,neutral
248.09578298822106,16.0,78.91767862779544,34.92849839314596,2.2594065018230216,0.3065737778240309,0.3231610887633165,212.4,neutral
244.64882450675384,15.666666666666666,79.90619500389191,34.713109915419565,2.301902448287848,0.3145491604252868,0.3340447290773273,203.8,neutral
199.41404434337448,4.666666666666667,70.06425622241343,26.076809620810597,2.686841471575464,0.25694280589627133,0.33343741451919134,20.4,neutral
103.10662992638613,10.0,38.3275357934736,18.24828759089466,2.100335908354599,0.4863155058443558,0.2941741978995838,65.2,neutral
98.4666701453087,9.666666666666666,37.33630940518894,17.26267650163207,2.1628342070144706,0.47855874538837123,0.2941741978995838,59.2,neutral
176.52769392883212,6.0,49.16299421312742,19.1049731745428,2.5733085930383854,0.32626416865941427,0.40572703788161063,143.8,neutral
180.75201416445339,6.0,48.16637831516918,28.160255680657446,1.7104381846154628,0.32936493067793393,0.4073359747556103,149.6,neutral
168.86996031008147,0.0,60.0,18.0,3.3333331481481583,0.294205805913222,0.2698964020511288,26.8,neutral
170.30775359655954,1.6666666666666667,60.07495318350236,19.026297590440446,3.15746927327664,0.24419874225045365,0.2197531559649031,26.0,neutral
171.17782732435373,1.6666666666666667,60.07495318350236,18.027756377319946,3.3323586470650213,0.22918760372295216,0.22568905443845277,26.0,neutral
191.3227922822356,6.333333333333333,65.49045732013177,31.25699921617557,2.095225289285448,0.3589789652630638,0.31658309661317796,133.6,neutral
170.28405551895608,2.3333333333333335,61.07372593840988,17.029386365926403,3.586372464614346,0.2288728574994791,0.22683471352851914,25.8,neutral
168.647147563877,2.3333333333333335,60.03332407921454,17.029386365926403,3.5252779673879187,0.22552552562107978,0.22054054225638017,26.4,neutral
171.28696277001004,2.3333333333333335,60.13318551349163,18.027756377319946,3.3355887953730154,0.24386338104133212,0.23488945232861266,26.2,neutral
167.8051812066806,3.0,60.13318551349163,18.110770276274835,3.3202995386654948,0.23165492702522858,0.2359977243875714,27.4,neutral
168.74752473023167,3.6666666666666665,60.07495318350236,19.026297590440446,3.15746927327664,0.2288728574994791,0.25686451550346295,27.6,neutral
167.84940946016317,3.3333333333333335,60.07495318350236,19.026297590440446,3.15746927327664,0.21704383718475218,0.21890057019921164,28.6,neutral
169.9758135687138,3.0,60.13318551349163,19.1049731745428,3.1475146191832355,0.2288728574994791,0.22648184625258092,28.8,neutral
169.397016249484,3.0,60.13318551349163,18.110770276274835,3.3202995386654948,0.2138823339576261,0.21832399813846265,30.0,neutral
166.50090336238097,3.6666666666666665,60.13318551349163,19.1049731745428,3.1475146191832355,0.2288728574994791,0.2359977243875714,31.2,neutral
169.80186495015874,3.3333333333333335,59.21148537234985,18.110770276274835,3.269407164890712,0.24664545056708162,0.26629548221973526,31.8,neutral
203.6744291192521,6.0,71.25307010929424,33.06055050963308,2.1552293248505774,0.2817364098082796,0.24541649435970322,175.2,neutral
167.1956241452137,4.333333333333333,59.135437767890075,17.11724276862369,3.454728960294806,0.26341555215957463,0.2873702649241898,32.6,neutral
170.06152238926967,4.333333333333333,59.21148537234985,19.235384061671343,3.078258385912708,0.2854292652264463,0.2724117151739041,33.6,neutral
171.2480324982087,4.666666666666667,61.204574992397426,17.26267650163207,3.5454856285539105,0.2977398533178516,0.27993685859911493,34.0,neutral
168.7882481744721,5.0,59.21148537234985,17.26267650163207,3.430029053531922,0.28861654576297163,0.3102936843150724,34.6,neutral
167.51505874297712,5.0,59.30430001273095,17.11724276862369,3.464593997395604,0.289358279711947,0.29417108646245455,34.8,neutral
170.82017470574897,5.666666666666667,60.29925372672534,18.110770276274835,3.32946912126915,0.2746190726021695,0.2933160679917363,34.8,neutral
168.4229017725568,5.333333333333333,58.309518948453004,16.278820596099706,3.5819250554612356,0.2746190726021695,0.3003579179910889,35.0,neutral
169.3815366832352,5.333333333333333,60.29925372672534,17.26267650163207,3.493041778775306,0.3029813404552473,0.30110508161451816,35.4,neutral
170.29162303318418,5.0,58.309518948453004,17.26267650163207,3.3777795445081003,0.301373372204374,0.28545991580018204,34.6,neutral
